113717,none,exist,withoutInvoice,withinOneMonth,none,1
113928,exist,exist,withinOneMonth,withinOneMonth,none,1
113951,exist,none,withinOneMonth,withoutInvoice,none,1
114149,exist,none,withinTwoMonth,withoutInvoice,low,1
11444,none,exist,withoutInvoice,withinOneMonth,none,1
114545,exist,none,withinOneMonth,withoutInvoice,none,1
114673,exist,none,withinOneMonth,withoutInvoice,none,1
114757,none,none,withoutInvoice,withoutInvoice,none,1
114893,exist,none,withinOneMonth,withoutInvoice,none,1
115003,exist,exist,withoutMonth,withinTwoMonth,none,1
115037,exist,none,withinOneMonth,withoutInvoice,none,1
115137,exist,exist,withinOneMonth,withinOneMonth,none,1
115255,exist,none,withoutMonth,withoutInvoice,none,1
115324,exist,none,withinOneMonth,withoutInvoice,none,1
115348,none,exist,withoutInvoice,withinOneMonth,none,1
115430,exist,exist,withinOneMonth,withinOneMonth,none,1
115631,none,none,withoutInvoice,withoutInvoice,none,1
115640,exist,exist,withoutMonth,withinTwoMonth,none,1
1159,exist,none,withinOneMonth,withoutInvoice,none,1
115937,exist,none,withinOneMonth,withoutInvoice,none,1
11602,exist,none,withinOneMonth,withoutInvoice,none,1
11627,exist,none,withinOneMonth,withoutInvoice,none,1
116417,none,exist,withoutInvoice,withinOneMonth,none,1
116489,exist,none,withinOneMonth,withoutInvoice,none,1
116596,exist,none,withinOneMonth,withoutInvoice,none,1
116678,exist,none,withinOneMonth,withoutInvoice,low,1
116788,none,exist,withoutInvoice,withinOneMonth,none,1
116867,exist,none,withinOneMonth,withoutInvoice,none,1
116886,none,exist,withoutInvoice,withinOneMonth,none,1
116955,exist,none,withinOneMonth,withoutInvoice,low,1
117083,none,exist,withoutInvoice,withinOneMonth,none,1
117330,none,exist,withoutInvoice,withinTwoMonth,none,1
117379,exist,exist,withinOneMonth,withinOneMonth,none,1
117605,exist,none,withinOneMonth,withoutInvoice,none,1
117845,exist,none,withinOneMonth,withoutInvoice,none,1
117846,exist,exist,withinOneMonth,withinOneMonth,none,1
118105,exist,none,withinOneMonth,withoutInvoice,none,1
118111,exist,exist,withinOneMonth,withinOneMonth,none,1
118201,none,exist,withoutInvoice,withinOneMonth,none,1
118405,exist,none,withinTwoMonth,withoutInvoice,low,1
118411,exist,none,withinOneMonth,withoutInvoice,none,1
118425,none,exist,withoutInvoice,withinOneMonth,low,1
118621,exist,exist,withoutMonth,withinOneMonth,low,1
118690,none,exist,withoutInvoice,withinOneMonth,none,1
118878,exist,none,withinOneMonth,withoutInvoice,none,1
119156,exist,none,withinOneMonth,withoutInvoice,low,1
119237,exist,exist,withinOneMonth,withinOneMonth,none,1
119447,exist,exist,withinOneMonth,withinOneMonth,none,1
119547,none,none,withoutInvoice,withoutInvoice,none,1
119625,exist,none,withinOneMonth,withoutInvoice,none,1
119932,exist,none,withinOneMonth,withoutInvoice,none,1
120071,exist,none,withinOneMonth,withoutInvoice,none,1
120292,none,exist,withoutInvoice,withinOneMonth,none,1
120344,exist,none,withinTwoMonth,withoutInvoice,low,1
12106,exist,none,withinOneMonth,withoutInvoice,low,1
121238,none,exist,withoutInvoice,withinOneMonth,none,1
121271,exist,exist,withinTwoMonth,withinOneMonth,none,1
121300,none,exist,withoutInvoice,withinOneMonth,low,1
121463,exist,exist,withinOneMonth,withinOneMonth,none,1
121487,exist,none,withinOneMonth,withoutInvoice,none,1
12167,none,none,withoutInvoice,withoutInvoice,none,1
122115,none,none,withoutInvoice,withoutInvoice,none,1
122345,exist,none,withinOneMonth,withoutInvoice,none,1
123332,exist,none,withinOneMonth,withoutInvoice,none,1
123339,exist,exist,withinOneMonth,withinOneMonth,none,1
123721,exist,none,withinOneMonth,withoutInvoice,none,1
123724,none,exist,withoutInvoice,withinOneMonth,none,1
123901,none,exist,withoutInvoice,withinOneMonth,none,1
123932,exist,none,withinOneMonth,withoutInvoice,none,1
124110,exist,none,withinOneMonth,withoutInvoice,none,1
124139,none,exist,withoutInvoice,withinOneMonth,none,1
124158,exist,none,withinOneMonth,withoutInvoice,none,1
124389,exist,none,withinOneMonth,withoutInvoice,none,1
124503,exist,exist,withinOneMonth,withinTwoMonth,none,1
12465,exist,exist,withinOneMonth,withinOneMonth,none,1
124659,exist,none,withinOneMonth,withoutInvoice,low,1
12476,exist,exist,withinOneMonth,withinOneMonth,none,1
125330,exist,none,withinOneMonth,withoutInvoice,low,1
125379,exist,none,withinOneMonth,withoutInvoice,none,1
125444,exist,none,withinOneMonth,withoutInvoice,none,1
125659,exist,exist,withinOneMonth,withinOneMonth,none,1
125765,exist,none,withinOneMonth,withoutInvoice,none,1
125901,exist,none,withinTwoMonth,withoutInvoice,low,1
125940,exist,none,withoutMonth,withoutInvoice,none,1
126145,exist,none,withinOneMonth,withoutInvoice,none,1
12628,exist,none,withinOneMonth,withoutInvoice,none,1
126537,exist,none,withinOneMonth,withoutInvoice,none,1
126697,exist,none,withinOneMonth,withoutInvoice,none,1
127505,exist,exist,withinTwoMonth,withinOneMonth,none,1
128008,none,none,withoutInvoice,withoutInvoice,none,1
128037,exist,none,withinOneMonth,withoutInvoice,none,1
128138,exist,exist,withinOneMonth,withinOneMonth,low,1
128518,exist,none,withinOneMonth,withoutInvoice,none,1
128539,exist,exist,withinOneMonth,withinOneMonth,low,1
128612,exist,none,withinOneMonth,withoutInvoice,none,1
128707,exist,none,withinTwoMonth,withoutInvoice,none,1
128710,none,exist,withoutInvoice,withinOneMonth,none,1
129023,exist,exist,withinOneMonth,withinOneMonth,none,1
129111,exist,none,withinTwoMonth,withoutInvoice,low,1
129342,exist,none,withinOneMonth,withoutInvoice,none,1
129961,exist,none,withinOneMonth,withoutInvoice,none,1
130113,exist,none,withinTwoMonth,withoutInvoice,none,1
130161,exist,none,withinOneMonth,withoutInvoice,none,1
130473,none,exist,withoutInvoice,withinTwoMonth,none,1
13071,none,exist,withoutInvoice,withinOneMonth,none,1
130762,none,exist,withoutInvoice,withinOneMonth,none,1
131156,exist,none,withinOneMonth,withoutInvoice,none,1
131233,exist,none,withinOneMonth,withoutInvoice,low,1
131369,exist,exist,withinTwoMonth,withinOneMonth,none,1
131446,exist,none,withinOneMonth,withoutInvoice,high,1
131515,exist,exist,withinTwoMonth,withinTwoMonth,none,1
131516,none,exist,withoutInvoice,withinOneMonth,none,1
13177,exist,none,withinOneMonth,withoutInvoice,none,1
132010,exist,none,withinTwoMonth,withoutInvoice,low,1
13246,none,exist,withoutInvoice,withinTwoMonth,none,1
132485,none,exist,withoutInvoice,withinOneMonth,none,1
132853,none,exist,withoutInvoice,withinOneMonth,none,1
132877,exist,exist,withinOneMonth,withinOneMonth,none,1
132939,exist,none,withinOneMonth,withoutInvoice,none,1
132954,exist,none,withinOneMonth,withoutInvoice,none,1
132987,none,exist,withoutInvoice,withinOneMonth,none,1
133013,exist,none,withinOneMonth,withoutInvoice,low,1
133612,none,exist,withoutInvoice,withinOneMonth,none,1
133880,exist,none,withoutMonth,withoutInvoice,none,1
134229,none,exist,withoutInvoice,withinOneMonth,none,1
134280,exist,none,withinOneMonth,withoutInvoice,none,1
134307,none,exist,withoutInvoice,withinOneMonth,none,1
134456,none,exist,withoutInvoice,withinOneMonth,none,1
134648,none,exist,withoutInvoice,withinOneMonth,none,1
134660,exist,none,withinOneMonth,withoutInvoice,none,1
134699,none,exist,withoutInvoice,withinOneMonth,low,1
134866,exist,exist,withinOneMonth,withinOneMonth,high,1
135126,exist,none,withoutMonth,withoutInvoice,none,1
13520,exist,none,withoutMonth,withoutInvoice,none,1
135200,exist,none,withinOneMonth,withoutInvoice,none,1
135274,exist,exist,withinOneMonth,withinOneMonth,low,1
135283,exist,exist,withoutMonth,withinOneMonth,none,1
135370,exist,exist,withinOneMonth,withinOneMonth,none,1
135629,exist,none,withinOneMonth,withoutInvoice,none,1
13582,none,exist,withoutInvoice,withinOneMonth,none,1
135838,exist,none,withinOneMonth,withoutInvoice,low,1
135857,exist,none,withinOneMonth,withoutInvoice,none,1
136243,exist,none,withinTwoMonth,withoutInvoice,low,1
136272,none,none,withoutInvoice,withoutInvoice,none,1
136480,exist,none,withinOneMonth,withoutInvoice,none,1
136503,exist,none,withinOneMonth,withoutInvoice,none,1
136638,exist,none,withinOneMonth,withoutInvoice,none,1
136766,exist,none,withinOneMonth,withoutInvoice,none,1
13690,none,none,withoutInvoice,withoutInvoice,none,1
137110,exist,none,withinTwoMonth,withoutInvoice,low,1
137134,exist,none,withinOneMonth,withoutInvoice,none,1
137210,exist,none,withinOneMonth,withoutInvoice,none,1
137729,exist,none,withinOneMonth,withoutInvoice,none,1
137822,exist,none,withoutMonth,withoutInvoice,none,1
137940,exist,none,withinOneMonth,withoutInvoice,none,1
137991,exist,exist,withinTwoMonth,withinTwoMonth,none,1
138141,exist,none,withoutMonth,withoutInvoice,none,1
138151,exist,none,withinOneMonth,withoutInvoice,none,1
138378,exist,none,withinOneMonth,withoutInvoice,none,1
138396,none,exist,withoutInvoice,withinOneMonth,none,1
138465,exist,exist,withinOneMonth,withinOneMonth,none,1
13874,none,exist,withoutInvoice,withinOneMonth,low,1
138753,exist,exist,withinOneMonth,withinOneMonth,none,1
138799,exist,none,withinOneMonth,withoutInvoice,none,1
138991,exist,none,withinOneMonth,withoutInvoice,none,1
139045,exist,none,withinOneMonth,withoutInvoice,none,1
13939,exist,none,withinOneMonth,withoutInvoice,none,1
139623,exist,none,withinOneMonth,withoutInvoice,none,1
139653,exist,none,withinOneMonth,withoutInvoice,none,1
139740,exist,none,withinOneMonth,withoutInvoice,none,1
139766,none,exist,withoutInvoice,withinOneMonth,low,1
139969,exist,none,withinTwoMonth,withoutInvoice,none,1
139991,none,exist,withoutInvoice,withinOneMonth,none,1
14006,exist,exist,withinOneMonth,withinOneMonth,none,1
140215,none,exist,withoutInvoice,withinOneMonth,none,1
140265,exist,none,withinOneMonth,withoutInvoice,none,1
140284,exist,none,withinOneMonth,withoutInvoice,none,1
140372,exist,none,withinOneMonth,withoutInvoice,none,1
140430,exist,none,withinTwoMonth,withoutInvoice,none,1
140486,exist,exist,withinOneMonth,withinOneMonth,none,1
141103,exist,exist,withinTwoMonth,withinOneMonth,none,1
141173,exist,none,withinOneMonth,withoutInvoice,none,1
141327,none,exist,withoutInvoice,withinOneMonth,none,1
141708,exist,none,withinOneMonth,withoutInvoice,high,1
142036,none,exist,withoutInvoice,withinOneMonth,low,1
142057,exist,exist,withinOneMonth,withinOneMonth,low,1
142076,none,exist,withoutInvoice,withinOneMonth,none,1
142103,exist,none,withinOneMonth,withoutInvoice,none,1
142357,none,exist,withoutInvoice,withinOneMonth,none,1
142556,exist,exist,withinOneMonth,withinOneMonth,none,1
142651,exist,none,withinOneMonth,withoutInvoice,none,1
142655,none,exist,withoutInvoice,withinOneMonth,none,1
142894,exist,none,withinOneMonth,withoutInvoice,low,1
14307,exist,none,withinTwoMonth,withoutInvoice,low,1
143515,none,exist,withoutInvoice,withinOneMonth,none,1
143717,exist,exist,withinOneMonth,withinOneMonth,high,1
143764,none,exist,withoutInvoice,withinOneMonth,none,1
144391,exist,none,withinOneMonth,withoutInvoice,low,1
144457,none,exist,withoutInvoice,withinOneMonth,none,1
144561,none,exist,withoutInvoice,withinOneMonth,low,1
144993,exist,exist,withinOneMonth,withoutMonth,high,1
145176,exist,none,withinOneMonth,withoutInvoice,low,1
145442,exist,none,withinOneMonth,withoutInvoice,none,1
145569,exist,exist,withinTwoMonth,withinTwoMonth,none,1
145738,exist,none,withinOneMonth,withoutInvoice,none,1
145835,none,exist,withoutInvoice,withoutMonth,none,1
145940,exist,exist,withinOneMonth,withinOneMonth,none,1
145990,exist,none,withinTwoMonth,withoutInvoice,none,1
146201,exist,exist,withoutMonth,withinOneMonth,none,1
146353,none,exist,withoutInvoice,withinOneMonth,none,1
146417,exist,none,withinOneMonth,withoutInvoice,none,1
146444,none,exist,withoutInvoice,withinOneMonth,none,1
146457,exist,none,withinOneMonth,withoutInvoice,none,1
146570,none,exist,withoutInvoice,withinOneMonth,none,1
14665,exist,none,withoutMonth,withoutInvoice,none,1
14670,exist,exist,withinOneMonth,withinTwoMonth,low,1
146810,exist,none,withoutMonth,withoutInvoice,none,1
146838,exist,none,withinOneMonth,withoutInvoice,none,1
147203,none,none,withoutInvoice,withoutInvoice,none,1
147442,exist,none,withinOneMonth,withoutInvoice,none,1
147542,exist,none,withinOneMonth,withoutInvoice,low,1
147757,exist,none,withinTwoMonth,withoutInvoice,none,1
14805,exist,none,withinTwoMonth,withoutInvoice,low,1
148951,exist,none,withinOneMonth,withoutInvoice,none,1
14957,none,exist,withoutInvoice,withinOneMonth,none,1
149578,exist,none,withinOneMonth,withoutInvoice,none,1
149612,exist,none,withinOneMonth,withoutInvoice,none,1
149782,exist,none,withinTwoMonth,withoutInvoice,low,1
150116,none,exist,withoutInvoice,withinOneMonth,none,1
150456,exist,exist,withinOneMonth,withinOneMonth,low,1
150570,none,exist,withoutInvoice,withinOneMonth,none,1
150572,exist,none,withinOneMonth,withoutInvoice,none,1
150780,exist,none,withinOneMonth,withoutInvoice,none,1
150839,exist,none,withinOneMonth,withoutInvoice,none,1
151261,exist,none,withinOneMonth,withoutInvoice,none,1
151381,exist,exist,withoutMonth,withinTwoMonth,none,1
151500,exist,none,withinOneMonth,withoutInvoice,low,1
151665,exist,none,withinOneMonth,withoutInvoice,low,1
15181,exist,exist,withinOneMonth,withinOneMonth,none,1
151942,exist,none,withinOneMonth,withoutInvoice,none,1
151971,exist,exist,withinOneMonth,withinTwoMonth,none,1
151979,exist,none,withinTwoMonth,withoutInvoice,none,1
152023,exist,none,withinOneMonth,withoutInvoice,none,1
152024,exist,none,withinOneMonth,withoutInvoice,low,1
152106,exist,none,withinOneMonth,withoutInvoice,none,1
15229,exist,none,withinOneMonth,withoutInvoice,none,1
152321,exist,none,withinOneMonth,withoutInvoice,none,1
152461,exist,none,withinOneMonth,withoutInvoice,none,1
152501,exist,exist,withinOneMonth,withinOneMonth,none,1
152707,exist,exist,withinOneMonth,withinOneMonth,none,1
152737,exist,none,withinOneMonth,withoutInvoice,none,1
152843,exist,none,withinOneMonth,withoutInvoice,low,1
153070,exist,exist,withinTwoMonth,withinOneMonth,none,1
153190,exist,none,withinOneMonth,withoutInvoice,none,1
153283,exist,exist,withinOneMonth,withoutMonth,none,1
153578,exist,none,withinOneMonth,withoutInvoice,none,1
153637,none,exist,withoutInvoice,withinOneMonth,none,1
153668,exist,exist,withinOneMonth,withinOneMonth,low,1
153956,exist,none,withinOneMonth,withoutInvoice,none,1
153962,exist,none,withinOneMonth,withoutInvoice,none,1
154311,exist,none,withinOneMonth,withoutInvoice,none,1
154606,exist,none,withinOneMonth,withoutInvoice,none,1
154827,exist,none,withinOneMonth,withoutInvoice,none,1
154831,exist,none,withinOneMonth,withoutInvoice,none,1
154944,exist,none,withinOneMonth,withoutInvoice,none,1
154966,exist,none,withinOneMonth,withoutInvoice,none,1
155363,none,exist,withoutInvoice,withinOneMonth,none,1
155397,exist,none,withinTwoMonth,withoutInvoice,low,1
155523,exist,none,withinOneMonth,withoutInvoice,none,1
155652,exist,none,withinOneMonth,withoutInvoice,none,1
155716,none,exist,withoutInvoice,withinOneMonth,none,1
155916,exist,none,withinTwoMonth,withoutInvoice,low,1
155917,exist,none,withinOneMonth,withoutInvoice,none,1
156143,exist,none,withinOneMonth,withoutInvoice,none,1
156208,none,exist,withoutInvoice,withinOneMonth,none,1
156393,exist,none,withinOneMonth,withoutInvoice,none,1
156733,exist,none,withinOneMonth,withoutInvoice,none,1
156851,none,exist,withoutInvoice,withinOneMonth,none,1
156861,none,exist,withoutInvoice,withinOneMonth,none,1
157030,exist,exist,withoutMonth,withinTwoMonth,none,1
157044,exist,none,withinOneMonth,withoutInvoice,none,1
157051,exist,exist,withinOneMonth,withoutMonth,none,1
157135,exist,exist,withinOneMonth,withoutMonth,none,1
15727,none,exist,withoutInvoice,withinOneMonth,none,1
157284,exist,none,withinOneMonth,withoutInvoice,none,1
157500,exist,none,withinOneMonth,withoutInvoice,low,1
157820,exist,exist,withinOneMonth,withinOneMonth,low,1
158037,exist,exist,withinOneMonth,withinTwoMonth,none,1
158318,none,exist,withoutInvoice,withinOneMonth,none,1
15853,exist,none,withinTwoMonth,withoutInvoice,low,1
15919,exist,none,withinOneMonth,withoutInvoice,none,1
159481,exist,exist,withoutMonth,withinOneMonth,none,1
160075,exist,none,withinOneMonth,withoutInvoice,none,1
160102,exist,none,withinOneMonth,withoutInvoice,none,1
16018,exist,none,withinOneMonth,withoutInvoice,none,1
160239,exist,none,withinOneMonth,withoutInvoice,none,1
160396,exist,none,withinOneMonth,withoutInvoice,none,1
160476,exist,none,withinOneMonth,withoutInvoice,none,1
160627,exist,none,withinOneMonth,withoutInvoice,low,1
160886,exist,none,withinOneMonth,withoutInvoice,none,1
16116,exist,none,withinOneMonth,withoutInvoice,none,1
16137,exist,none,withinOneMonth,withoutInvoice,none,1
161451,exist,none,withinOneMonth,withoutInvoice,none,1
161796,none,exist,withoutInvoice,withinOneMonth,none,1
161990,none,exist,withoutInvoice,withinOneMonth,none,1
162145,none,exist,withoutInvoice,withinOneMonth,low,1
162149,none,exist,withoutInvoice,withinOneMonth,none,1
162248,exist,none,withinOneMonth,withoutInvoice,none,1
162271,exist,none,withinOneMonth,withoutInvoice,none,1
162458,exist,none,withinOneMonth,withoutInvoice,low,1
162573,exist,exist,withinOneMonth,withinOneMonth,low,1
16272,exist,none,withinOneMonth,withoutInvoice,none,1
162761,none,exist,withoutInvoice,withinOneMonth,none,1
162801,exist,exist,withinOneMonth,withinOneMonth,none,1
162944,exist,exist,withinOneMonth,withinOneMonth,none,1
1630,exist,none,withinOneMonth,withoutInvoice,none,1
163558,exist,none,withinOneMonth,withoutInvoice,low,1
163831,exist,none,withinOneMonth,withoutInvoice,none,1
163961,exist,none,withinOneMonth,withoutInvoice,none,1
164235,exist,none,withoutMonth,withoutInvoice,none,1
164555,exist,exist,withinOneMonth,withoutMonth,high,1
164672,exist,none,withinOneMonth,withoutInvoice,none,1
164782,exist,exist,withoutMonth,withinTwoMonth,none,1
164942,exist,exist,withinOneMonth,withinOneMonth,none,1
16505,exist,exist,withinOneMonth,withinOneMonth,low,1
165224,exist,none,withinOneMonth,withoutInvoice,high,1
165327,exist,none,withinOneMonth,withoutInvoice,none,1
16539,exist,exist,withinTwoMonth,withinTwoMonth,none,1
165518,exist,none,withinOneMonth,withoutInvoice,low,1
16612,exist,none,withinOneMonth,withoutInvoice,high,1
166134,exist,none,withinOneMonth,withoutInvoice,none,1
16622,exist,none,withinOneMonth,withoutInvoice,none,1
166646,exist,none,withinOneMonth,withoutInvoice,none,1
166667,none,none,withoutInvoice,withoutInvoice,none,1
166895,exist,none,withinOneMonth,withoutInvoice,none,1
166896,none,exist,withoutInvoice,withinOneMonth,none,1
166959,exist,exist,withinOneMonth,withinOneMonth,low,1
167176,exist,none,withinOneMonth,withoutInvoice,none,1
167287,none,exist,withoutInvoice,withoutMonth,none,1
167400,exist,none,withinOneMonth,withoutInvoice,none,1
167510,exist,none,withoutMonth,withoutInvoice,none,1
167696,exist,none,withinOneMonth,withoutInvoice,none,1
167838,none,exist,withoutInvoice,withinOneMonth,low,1
167949,exist,exist,withinTwoMonth,withinOneMonth,none,1
16878,exist,none,withinOneMonth,withoutInvoice,low,1
168790,exist,none,withinOneMonth,withoutInvoice,none,1
168872,exist,none,withinOneMonth,withoutInvoice,none,1
169050,exist,none,withinOneMonth,withoutInvoice,none,1
169230,exist,none,withinTwoMonth,withoutInvoice,none,1
169240,exist,exist,withinOneMonth,withinOneMonth,none,1
169481,exist,none,withinOneMonth,withoutInvoice,none,1
169556,exist,exist,withoutMonth,withinTwoMonth,none,1
169573,none,exist,withoutInvoice,withinOneMonth,none,1
169627,none,exist,withoutInvoice,withinOneMonth,none,1
169642,exist,none,withinOneMonth,withoutInvoice,none,1
170035,none,exist,withoutInvoice,withoutMonth,none,1
170059,exist,none,withinOneMonth,withoutInvoice,none,1
170122,exist,none,withinOneMonth,withoutInvoice,none,1
170149,none,exist,withoutInvoice,withinOneMonth,low,1
17029,none,exist,withoutInvoice,withinOneMonth,low,1
170439,none,exist,withoutInvoice,withinOneMonth,none,1
170599,exist,exist,withinOneMonth,withinOneMonth,none,1
170892,exist,none,withinOneMonth,withoutInvoice,none,1
171241,exist,none,withinOneMonth,withoutInvoice,none,1
171458,exist,none,withinOneMonth,withoutInvoice,none,1
17146,exist,none,withinOneMonth,withoutInvoice,none,1
171482,exist,none,withinOneMonth,withoutInvoice,low,1
171668,none,exist,withoutInvoice,withinOneMonth,none,1
171690,exist,none,withinOneMonth,withoutInvoice,none,1
171871,exist,exist,withinOneMonth,withinOneMonth,low,1
172173,none,exist,withoutInvoice,withinOneMonth,none,1
17232,exist,none,withinOneMonth,withoutInvoice,none,1
172510,exist,none,withinOneMonth,withoutInvoice,low,1
172512,exist,none,withinOneMonth,withoutInvoice,none,1
172620,exist,exist,withinOneMonth,withoutMonth,none,1
172739,exist,none,withinOneMonth,withoutInvoice,none,1
172876,exist,none,withinOneMonth,withoutInvoice,none,1
173017,none,exist,withoutInvoice,withinOneMonth,none,1
173138,exist,none,withinOneMonth,withoutInvoice,none,1
1732,none,exist,withoutInvoice,withinOneMonth,none,1
173307,none,exist,withoutInvoice,withoutMonth,none,1
173593,none,exist,withoutInvoice,withinOneMonth,low,1
173641,exist,none,withinOneMonth,withoutInvoice,none,1
173778,exist,none,withinTwoMonth,withoutInvoice,low,1
173946,exist,exist,withinOneMonth,withinOneMonth,none,1
174313,exist,none,withinOneMonth,withoutInvoice,low,1
174580,exist,none,withinTwoMonth,withoutInvoice,low,1
174611,none,exist,withoutInvoice,withoutMonth,none,1
174927,exist,exist,withinOneMonth,withinOneMonth,none,1
174976,exist,none,withinOneMonth,withoutInvoice,none,1
175279,exist,exist,withinOneMonth,withinOneMonth,none,1
175324,none,none,withoutInvoice,withoutInvoice,none,1
175450,exist,none,withinTwoMonth,withoutInvoice,none,1
175723,exist,none,withinOneMonth,withoutInvoice,none,1
175958,exist,exist,withoutMonth,withinOneMonth,none,1
176050,exist,none,withinOneMonth,withoutInvoice,none,1
176089,exist,none,withinOneMonth,withoutInvoice,none,1
176653,none,exist,withoutInvoice,withinOneMonth,none,1
176883,none,exist,withoutInvoice,withinTwoMonth,none,1
176951,exist,exist,withinOneMonth,withinOneMonth,none,1
176954,none,exist,withoutInvoice,withinOneMonth,none,1
177075,exist,none,withinOneMonth,withoutInvoice,low,1
177210,exist,none,withinTwoMonth,withoutInvoice,none,1
177277,exist,exist,withinOneMonth,withinOneMonth,low,1
177528,exist,none,withinOneMonth,withoutInvoice,none,1
177572,exist,exist,withoutMonth,withinTwoMonth,none,1
177648,exist,none,withoutMonth,withoutInvoice,none,1
177689,none,none,withoutInvoice,withoutInvoice,none,1
177797,exist,none,withinOneMonth,withoutInvoice,none,1
178037,exist,none,withinOneMonth,withoutInvoice,none,1
